# Reactant analysis
# source: /root/workspace/nova-4090/data/rxn1.csv
# molecules_analyzed: 11373
# reactant_position: 1 = first reactant after rxn:N, 2 = second, 3 = third (if present)
# sorted within each position by count (desc), then max_score (desc)
reactant_position,reactant_id,count,avg_score,max_score
1,59225,580,0.0939997839,0.1468440105
1,61784,313,0.1048724748,0.1522473653
1,52633,153,0.0970260717,0.1194303790
1,62688,139,0.0916990717,0.1421380693
1,50325,117,0.1113501793,0.1417631312
1,41622,110,0.0931536270,0.1184230543
1,62565,109,0.1054824000,0.1371293995
1,43741,98,0.1028314599,0.1286908516
1,62555,97,0.0874315662,0.1425928164
1,46761,85,0.0942372565,0.1209164963
1,55769,78,0.1105361199,0.1294728827
1,56717,73,0.0959160171,0.1187687383
1,49432,64,0.0957529863,0.1528665076
1,50007,61,0.0864331759,0.1339732607
1,52417,61,0.0916906130,0.1153251784
1,53145,60,0.0939366980,0.1238263434
1,55439,58,0.0892190469,0.1270603145
1,62292,54,0.0941252851,0.1152573029
1,59013,52,0.0942843729,0.1434151243
1,61562,52,0.0912853449,0.1245220642
1,40179,52,0.0855312895,0.1230308215
1,61549,51,0.0892107848,0.1314464658
1,52635,49,0.0960774028,0.1155493388
1,45983,43,0.0958412417,0.1307795328
1,52657,43,0.0948939243,0.1208729098
1,52404,38,0.0975327975,0.1263857262
1,62164,37,0.0959474341,0.1114535139
1,43719,36,0.0890602112,0.1317739884
1,47894,36,0.0928261852,0.1213252015
1,47369,36,0.0867420051,0.1107320926
1,52656,35,0.0961525363,0.1242629468
1,50088,35,0.0946418841,0.1236615360
1,41844,35,0.0946894112,0.1230551749
1,55972,34,0.0940088654,0.1189548540
1,52623,33,0.0949888013,0.1115684586
1,48333,32,0.1176745736,0.1298444810
1,48381,32,0.0907155504,0.1104931453
1,51895,31,0.0934374293,0.1307303789
1,48254,31,0.0890346674,0.1202080187
1,58934,30,0.0924837883,0.1144681392
1,51972,30,0.0924921705,0.1115101943
1,53895,30,0.0947412244,0.1104589820
1,59194,30,0.0888597736,0.1102986594
1,60111,29,0.1124599382,0.1405626524
1,51904,29,0.0964798030,0.1188424269
1,56649,29,0.0949967022,0.1141135610
1,52672,28,0.0926529573,0.1221528547
1,40021,28,0.0947636491,0.1221238759
1,54321,28,0.0924490993,0.1051044473
1,65438,27,0.0970734802,0.1374578893
1,49433,27,0.1007109650,0.1260268754
1,56029,27,0.0891475328,0.1214240386
1,53072,27,0.0965646155,0.1160121183
1,45402,26,0.0952595206,0.1292063389
1,57479,26,0.0885015359,0.1258294314
1,55801,24,0.0891122019,0.1161518205
1,63757,23,0.0933415799,0.1421380693
1,59985,23,0.1025895817,0.1332089826
1,53892,23,0.0953890868,0.1091551244
1,62074,23,0.0888645560,0.1050577142
1,49421,22,0.0915606001,0.1304935376
1,46206,22,0.0908969638,0.1254744848
1,56061,22,0.0889518137,0.1123718897
1,59053,22,0.0859451770,0.1065584664
1,65132,21,0.0958010250,0.1274447511
1,40466,21,0.0975431095,0.1260301958
1,46204,21,0.0945125829,0.1223412057
1,58063,21,0.0916909264,0.1202576263
1,53632,21,0.0973423193,0.1185211009
1,54712,21,0.0937985067,0.1171662772
1,54355,21,0.0936156456,0.1097109352
1,46740,21,0.0906261494,0.1096370552
1,52576,21,0.0883988634,0.1033157855
1,61753,20,0.1085156842,0.1379672359
1,52638,20,0.0935618554,0.1144053058
1,45577,20,0.0959412503,0.1140817041
1,57816,20,0.0925062080,0.1091069980
1,57971,20,0.0890642419,0.1042602052
1,62578,19,0.0912622107,0.1276052102
1,58441,19,0.0919823738,0.1171739838
1,52078,19,0.0929170138,0.1154530951
1,55288,19,0.0961507284,0.1153869320
1,46976,19,0.0932355795,0.1150042371
1,54113,19,0.0944564466,0.1143244829
1,44021,19,0.0953879699,0.1088745455
1,55930,18,0.0956842138,0.1300949288
1,40338,18,0.0958408726,0.1214916309
1,52145,18,0.0995213200,0.1194027858
1,54877,18,0.0941378951,0.1118956291
1,54789,18,0.0935800860,0.1101711429
1,52535,18,0.0936025805,0.1080219865
1,50084,18,0.0924793694,0.1058971330
1,52681,18,0.0909295203,0.1056989937
1,42029,17,0.0832940380,0.1283840821
1,60012,17,0.0927624513,0.1270255913
1,41742,17,0.0939294559,0.1226739375
1,46097,17,0.0996906617,0.1168020604
1,54746,17,0.0950454098,0.1166475538
1,51913,17,0.0943210403,0.1113160426
1,56015,17,0.0889306766,0.1079022264
1,59234,16,0.1202887445,0.1308447215
1,55649,16,0.0987844465,0.1272376415
