# Reactant analysis
# source: /root/workspace/nova-4090/data/rxn5.csv
# molecules_analyzed: 3454
# reactant_position: 1 = first reactant after rxn:N, 2 = second, 3 = third (if present)
# sorted within each position by count (desc), then max_score (desc)
reactant_position,reactant_id,count,avg_score,max_score
1,181407,2,0.1081056675,0.1098727029
1,177902,2,0.1075822524,0.1097228663
1,196679,2,0.1045085092,0.1096807520
1,180144,2,0.1082933292,0.1095181559
1,181580,2,0.1079922518,0.1094327105
1,176556,2,0.1085489849,0.1094068845
1,178975,2,0.1061955903,0.1093294237
1,181207,2,0.1086861515,0.1091673864
1,198517,2,0.1065746299,0.1089688540
1,198629,2,0.1048641984,0.1089129345
1,198912,2,0.1062014656,0.1089033220
1,181203,2,0.0797497625,0.1088752833
1,194948,2,0.1073333487,0.1087532351
1,182851,2,0.1079730638,0.1086574628
1,182576,2,0.1078361999,0.1084780650
1,198225,2,0.1069960367,0.1084452987
1,181412,2,0.1065218997,0.1081425335
1,198413,2,0.0786470536,0.1081246469
1,182646,2,0.1062122321,0.1081164718
1,198911,2,0.1061926717,0.1080502254
1,176563,2,0.1048635394,0.1078684052
1,191677,2,0.1055689952,0.1078015977
1,182643,2,0.1059789898,0.1074745059
1,191684,2,0.1065551150,0.1074607992
1,182818,2,0.1051551753,0.1073644183
1,182505,2,0.1030374914,0.1073178331
1,198642,2,0.1060144616,0.1071663031
1,196403,2,0.1061153615,0.1070722789
1,198241,2,0.1064199116,0.1069941235
1,197759,2,0.1064197575,0.1065781001
1,180146,2,0.1056982912,0.1065057735
1,182709,2,0.1054358016,0.1063856996
1,192565,2,0.0810734998,0.1063700222
1,198669,2,0.1049064425,0.1058202176
1,182708,2,0.1018515995,0.1054358867
1,199085,2,0.1045068353,0.1053129540
1,176765,2,0.1039737843,0.1048006405
1,195302,2,0.0730615025,0.1040087223
1,194945,2,0.1026433274,0.1030313458
1,198200,2,0.0799209110,0.1027753671
1,198661,2,0.1018266317,0.1027426680
1,195676,2,0.0999470756,0.1020805963
1,198686,2,0.0792453606,0.1017643522
1,191332,2,0.0970997310,0.0991540551
1,198405,2,0.0717301828,0.0958270834
1,196164,2,0.0591847323,0.0662172697
1,197430,2,0.0561986237,0.0618317048
1,197416,2,0.0529622815,0.0536146997
1,188520,1,0.1314753741,0.1314753741
1,195321,1,0.1302140880,0.1302140880
1,182655,1,0.1281312979,0.1281312979
1,195331,1,0.1278734560,0.1278734560
1,182647,1,0.1275361318,0.1275361318
1,197122,1,0.1264198489,0.1264198489
1,198328,1,0.1248111681,0.1248111681
1,192175,1,0.1234209140,0.1234209140
1,182652,1,0.1224439305,0.1224439305
1,195310,1,0.1216122198,0.1216122198
1,177191,1,0.1214806298,0.1214806298
1,197127,1,0.1208283901,0.1208283901
1,191699,1,0.1201821462,0.1201821462
1,198631,1,0.1192097706,0.1192097706
1,195927,1,0.1188586354,0.1188586354
1,191337,1,0.1186561997,0.1186561997
1,176753,1,0.1176647811,0.1176647811
1,199062,1,0.1168163347,0.1168163347
1,192170,1,0.1156982553,0.1156982553
1,191802,1,0.1150078793,0.1150078793
1,182222,1,0.1147414426,0.1147414426
1,197428,1,0.1146343116,0.1146343116
1,199063,1,0.1145647589,0.1145647589
1,181194,1,0.1144753814,0.1144753814
1,179174,1,0.1137822713,0.1137822713
1,183228,1,0.1137607217,0.1137607217
1,195314,1,0.1130376112,0.1130376112
1,180662,1,0.1125959844,0.1125959844
1,191765,1,0.1124376742,0.1124376742
1,191918,1,0.1124268174,0.1124268174
1,183066,1,0.1123748533,0.1123748533
