molecule_name,final_score,epoch
rxn:4:218238:226287,0.1263286633925004,23848
rxn:4:208648:223112,0.1219179928302764,23848
rxn:4:210377:226422,0.1148059868812561,23848
rxn:4:211314:227253,0.1125533401966095,23848
rxn:4:211178:227253,0.1114720526863547,23848
rxn:4:208648:228234,0.1112918311899358,23848
rxn:4:210377:226655,0.1112776088714599,23848
rxn:4:208071:226511,0.1096867691902887,23848
rxn:4:211355:226511,0.1090633402700009,23848
rxn:4:208071:226119,0.1088780107952299,23848
rxn:4:195922:223112,0.1086207628250122,23848
rxn:4:179709:229242,0.1081703807178296,23848
rxn:4:179709:229279,0.1073914891795108,23848
rxn:4:216370:226511,0.1072411626577377,23848
rxn:4:218238:225619,0.1067472437153691,23848
rxn:4:211314:226601,0.1058593704586937,23848
rxn:4:202947:229012,0.1048366367816925,23848
rxn:4:189073:229193,0.103728449344635,23848
rxn:4:211355:226324,0.102948758913123,23848
rxn:4:210377:226511,0.1027299976348877,23848
rxn:4:211341:226511,0.1027231162244623,23848
rxn:4:218184:226511,0.1023506599923838,23848
rxn:4:186402:227440,0.1018988490104675,23848
rxn:4:198159:225619,0.1012501376015799,23848
rxn:4:208648:228011,0.1012475734407251,23848
rxn:4:211314:226110,0.1001629460425604,23848
rxn:4:211314:227332,0.0992008358240127,23848
rxn:4:202947:228261,0.0988841652870178,23848
rxn:4:202947:223112,0.0985484321912129,23848
rxn:4:179709:228973,0.0966269742874872,23848
rxn:4:195922:228567,0.0963923817589169,23848
rxn:4:186402:228435,0.0963567230436537,23848
rxn:4:184513:228923,0.0948283516842386,23848
rxn:4:211118:226119,0.0943017800649007,23848
rxn:4:208648:228623,0.0935633892104739,23848
rxn:4:202947:229015,0.093158882856369,23848
rxn:4:206887:229229,0.0706824970245361,23848
rxn:4:215391:228447,0.0700741876726565,23848
rxn:4:188595:229218,0.0674270749092102,23848
rxn:4:217645:228011,0.0645829845558513,23848
rxn:4:181493:227793,0.0641032871992691,23848
rxn:4:206887:226336,0.0633041481177012,23848
rxn:4:180108:227793,0.0501747751235961,23848
rxn:4:211314:226511,0.0180792524701073,23848
rxn:4:195649:226299,0.0144219722436821,23848
rxn:4:192069:226259,0.0135459378361701,23848
rxn:4:218238:227004,0.1181286914008004,23854
rxn:4:218238:226311,0.1136333861134269,23854
rxn:4:218238:227931,0.1130519688129425,23854
rxn:4:210382:226422,0.1068057632446289,23854
rxn:4:218238:228011,0.1060562044382095,23854
rxn:4:192564:229242,0.1045829147100448,23854
rxn:4:174842:229177,0.1044194638729095,23854
rxn:4:210382:226655,0.1042265892028808,23854
rxn:4:197404:226655,0.1036314249038696,23854
rxn:4:195922:228020,0.1030713319778442,23854
rxn:4:208648:229015,0.1029693931341171,23854
rxn:4:218132:226511,0.1029226617379622,23854
rxn:4:211314:226119,0.1023396026520502,23854
rxn:4:210377:227034,0.1023163845141728,23854
rxn:4:208648:228631,0.1014891465504964,23854
rxn:4:210377:226421,0.1006542873382568,23854
rxn:4:198159:225206,0.1003789414059032,23854
rxn:4:174977:229193,0.0999187741960798,23854
rxn:4:211314:226141,0.0993265736670721,23854
rxn:4:211118:226301,0.0993135770161946,23854
rxn:4:211147:226301,0.0992816937597174,23854
rxn:4:218238:226141,0.0989745638587258,23854
rxn:4:211314:226324,0.0986697162900652,23854
rxn:4:218098:223112,0.0950404676524075,23854
rxn:4:220837:227082,0.0946809378537264,23854
rxn:4:208648:229012,0.0930949747562408,23854
rxn:4:208648:228022,0.0909831659360365,23854
rxn:4:210377:227082,0.090538869301478,23854
rxn:4:192953:223112,0.0901203023062812,23854
rxn:4:210399:226422,0.0899563340040353,23854
rxn:4:179151:227793,0.0877956322261265,23854
rxn:4:218113:226511,0.0524483296004208,23854
rxn:4:218238:226257,0.0457955327900973,23854
rxn:4:195166:226993,0.0387021005153656,23854
rxn:4:218113:225310,0.0207147585848967,23854
rxn:4:218221:227004,0.1121057271957397,23858
rxn:4:188602:228942,0.102685884995894,23858
rxn:4:197444:226655,0.1021185851097107,23858
rxn:4:179709:229315,0.1010942856470743,23858
rxn:4:211314:227000,0.1010774135589599,23858
rxn:4:221034:227931,0.0999651372432708,23858
rxn:4:202947:228991,0.0999401807785034,23858
rxn:4:218184:225619,0.0994417121013005,23858
rxn:4:218184:226287,0.0984403076379195,23858
rxn:4:202947:228234,0.0981642332944003,23858
rxn:4:209155:227960,0.0979844072590703,23858
rxn:4:218238:226422,0.097632191397927,23858
rxn:4:211314:227331,0.0976058304309845,23858
rxn:4:211118:227839,0.0973957479000091,23858
rxn:4:198174:226344,0.0972489833831787,23858
rxn:4:218184:227472,0.0972129079428586,23858
rxn:4:211147:225206,0.0971421741303943,23858
rxn:4:192564:228708,0.0970559255643324,23858
rxn:4:188393:229016,0.0968116819858551,23858
rxn:4:211355:225605,0.0964966118335723,23858
rxn:4:218085:226511,0.0960609235546805,23858
rxn:4:218238:227000,0.096017735345023,23858
rxn:4:218238:227056,0.0959835620153518,23858
rxn:4:202947:227034,0.0957287135331527,23858
rxn:4:202947:228623,0.0955429020382109,23858
rxn:4:177407:228973,0.0941655039787292,23858
rxn:4:202947:228567,0.0936824963206336,23858
rxn:4:208648:227407,0.0930049134337383,23858
rxn:4:177055:228973,0.0924472700465809,23858
rxn:4:218238:227082,0.0923464922677902,23858
rxn:4:211314:227004,0.0921723186969757,23858
rxn:4:186319:226828,0.0882248511681189,23858
rxn:4:211314:226311,0.0873216277077084,23858
rxn:4:210377:227504,0.0733040198683738,23858
rxn:4:180984:227779,0.0537434870546514,23858
rxn:4:218238:226252,0.0351036787033081,23858
rxn:4:211353:226655,0.1007516113194552,23860
rxn:4:188868:228022,0.1007498606391575,23860
rxn:4:211314:227251,0.1001303642988205,23860
rxn:4:218132:226141,0.0984846678647128,23860
rxn:4:184513:228812,0.0983379094497017,23860
rxn:4:218221:227009,0.0975641499866138,23860
rxn:4:186062:229193,0.0974839528401692,23860
rxn:4:218098:225448,0.0965604108312855,23860
rxn:4:218098:226324,0.0963382260365919,23860
rxn:4:217622:225310,0.0963040943498964,23860
rxn:4:216446:227332,0.095831948518753,23860
rxn:4:218238:228160,0.0957762598991394,23860
rxn:4:215397:223112,0.095251727104187,23860
rxn:4:218113:226994,0.0949592817397344,23860
rxn:4:218113:227082,0.0949488991782778,23860
rxn:4:211944:226655,0.0948791991580616,23860
rxn:4:184513:225659,0.0947150941248293,23860
rxn:4:218426:226422,0.0946178773175115,23860
rxn:4:208147:226994,0.0944535561970302,23860
rxn:4:218098:224765,0.0943044400215148,23860
rxn:4:185960:228261,0.0936022297195766,23860
rxn:4:211351:226110,0.0934033989906311,23860
rxn:4:218113:227369,0.0933623427436465,23860
rxn:4:189090:228973,0.0929169266120247,23860
rxn:4:212186:226422,0.0918739600615067,23860
rxn:4:208147:226158,0.0918513265523043,23860
rxn:4:202947:228011,0.0913525765592401,23860
rxn:4:191516:227034,0.0911956375295465,23860
rxn:4:218113:227040,0.0905636492229643,23860
rxn:4:218098:227009,0.0883994897206624,23860
rxn:4:218238:227242,0.0877375148591541,23860
rxn:4:218238:226244,0.0874242728406732,23860
rxn:4:210377:225665,0.0868273010620704,23860
rxn:4:210377:227369,0.0851203575730323,23860
rxn:4:197404:226422,0.0849009704589843,23860
rxn:4:197427:226422,0.0835824728012085,23860
rxn:4:218184:228167,0.0834810648645673,23860
rxn:4:211527:227253,0.0733975626173473,23860
rxn:4:195161:227120,0.0334516167640686,23860
