# Reactant analysis
# source: /root/workspace/nova-4090/data/rxn4.csv
# molecules_analyzed: 11538
# reactant_position: 1 = first reactant after rxn:N, 2 = second, 3 = third (if present)
# sorted within each position by count (desc), then max_score (desc)
reactant_position,reactant_id,count,avg_score,max_score
1,202849,217,0.0967532407,0.1505045493
1,216948,149,0.1022343533,0.1513457030
1,210086,146,0.1004984585,0.1300126107
1,203107,137,-3.5490772077,0.1402336842
1,206432,119,-4.1057252822,0.1578495928
1,217275,104,0.0992050554,0.1292739485
1,211350,102,0.1047581607,0.1274613114
1,199338,97,0.0991169177,0.1357780385
1,217293,96,-5.1069550760,0.1357624978
1,205245,93,0.0970841986,0.1209565600
1,218072,88,0.0945849559,0.1450632215
1,207987,86,0.0993692574,0.1400841149
1,217298,77,0.0944297452,0.1177538607
1,209944,68,0.1035217085,0.1335457109
1,201252,68,0.0905709115,0.1276708427
1,212256,66,-7.4735423432,0.1344667511
1,205353,65,0.0986183823,0.1349921525
1,218105,63,0.0994855138,0.1263094034
1,188744,62,-7.9762262413,0.1458872038
1,211527,59,0.0984318888,0.1322510540
1,218167,59,0.0999882852,0.1312539940
1,201458,58,0.1007011660,0.1414968173
1,198340,58,0.1050110694,0.1222545897
1,217291,58,0.0986785732,0.1207729474
1,188033,57,-8.6736901103,0.1385478567
1,217245,57,0.1035668055,0.1293982999
1,212083,56,0.1077243354,0.1353923866
1,212059,55,0.1018017106,0.1319676053
1,210432,51,0.0913587825,0.1207417071
1,217538,49,0.0924660819,0.1424601465
1,217257,49,0.1052945962,0.1281695664
1,218182,47,0.1040385858,0.1299353540
1,217500,45,0.0938013651,0.1279456839
1,217492,44,0.0983488172,0.1217176279
1,217623,43,0.0977121424,0.1316142902
1,200137,43,0.1010942704,0.1191758204
1,207974,42,0.1020466874,0.1400968909
1,207305,42,-11.8048824480,0.1364557648
1,201265,40,0.0967797409,0.1357727572
1,211166,40,0.1007142793,0.1289161654
1,207124,40,0.0923622473,0.1277940544
1,209925,40,0.0905057691,0.1136922538
1,191633,39,0.0929772798,0.1279146400
1,210009,38,0.1019987381,0.1293364331
1,210095,37,-13.4173564689,0.1391890153
1,212428,37,0.0934749609,0.1271023725
1,210459,36,0.0939609143,0.1371833289
1,217439,36,0.1018181955,0.1192785411
1,217341,35,0.1087722749,0.1275231143
1,199127,34,0.1003507933,0.1396093596
1,216026,34,-14.6070667289,0.1391146580
1,212140,34,0.1011295741,0.1332565212
1,217504,34,0.0896635131,0.1279710324
1,217509,34,0.0981354466,0.1166296911
1,206463,33,0.1023641059,0.1316042592
1,188030,32,0.0949875192,0.1446806249
1,216384,32,0.0949158485,0.1402400484
1,199107,32,0.0977841516,0.1371598045
1,198861,32,0.0977076315,0.1350815282
1,212255,30,0.1015171370,0.1436432626
1,211600,30,0.0993024771,0.1357727572
1,217302,30,0.0890073112,0.1159671301
1,217551,29,0.0893571064,0.1335518807
1,217579,29,0.0951180687,0.1223304546
1,196177,27,0.0984256007,0.1384030812
1,183127,27,0.0947941395,0.1155925312
1,216037,27,0.0997243055,0.1136399433
1,196180,26,0.0945397628,0.1450714381
1,209093,26,0.0990368666,0.1417927288
1,210292,26,0.1062794232,0.1298987567
1,211447,26,0.1038941301,0.1288813629
1,217236,26,0.0933849216,0.1158052798
1,211944,25,0.0914701711,0.1386237274
1,200146,25,0.0965299615,0.1278564171
1,217251,25,0.0928279362,0.1236683672
1,217356,25,-19.9077974490,0.1201890757
1,210397,25,0.0997004272,0.1155747795
1,217918,24,0.1008547561,0.1237651592
1,191356,24,0.0936230118,0.1120503407
1,217527,23,0.1032893627,0.1361794785
1,208518,23,0.1025916175,0.1273286111
1,208987,23,0.1032738626,0.1207578613
1,211685,23,0.0963120128,0.1183766779
1,185819,22,0.0970083014,0.1369519816
1,178768,22,0.0983083907,0.1310655760
1,211490,22,0.0868450377,0.1240798208
1,212220,22,0.0944169610,0.1222782373
1,218116,22,0.0978322473,0.1184757783
1,217536,22,0.0956594803,0.1146670088
1,196433,21,0.0885673960,0.1354472751
1,212036,21,0.1037284250,0.1280955113
1,199269,20,0.1012892350,0.1577685833
1,210271,20,0.1032928555,0.1436432626
1,202895,20,0.1119580038,0.1422553503
1,205500,20,0.0985515369,0.1376704291
1,183103,20,0.1020392147,0.1176903532
1,218003,20,0.0953484390,0.1170641617
1,183191,20,0.0969541026,0.1137627792
1,183129,20,0.0999652225,0.1091111191
1,198457,19,0.0885707623,0.1401119630
1,199066,19,0.0911738152,0.1330114788
1,210367,19,0.0926197261,0.1252806957
1,205357,19,0.0975151325,0.1220703938
1,210521,19,0.0998009764,0.1200061100
1,217241,19,0.0961341414,0.1196716570
1,217252,19,0.0980484141,0.1186953814
1,178607,18,0.0923291763,0.1412806321
1,211435,18,0.0957010688,0.1380986358
1,188608,18,-27.6781991235,0.1330114788
1,215391,18,0.1079434196,0.1249441906
1,176482,18,0.0895600336,0.1240640231
1,196181,18,0.0964049361,0.1235058991
1,199457,18,0.0946179369,0.1200823954
1,210709,18,0.1037312256,0.1185418935
1,191396,18,0.0976011968,0.1172037891
1,200102,18,0.1021553307,0.1160559732
1,199042,18,0.0898606597,0.1129907459
1,211829,18,0.0941220182,0.1096579716
1,211320,17,0.1001145425,0.1269993056
1,211432,17,-29.3285521321,0.1257918030
1,205661,17,0.1042146759,0.1248284017
1,210428,17,0.1045305334,0.1242607574
1,186149,17,0.0990958511,0.1226174957
1,211715,17,0.0932159389,0.1223912895
1,220436,17,0.0977021766,0.1190862448
1,218476,16,0.0988460811,0.1290979778
1,212082,16,0.1009997010,0.1264508963
1,210005,16,0.1063527387,0.1263140383
1,188189,16,0.0970052199,0.1252559960
1,207980,16,0.0945657449,0.1252205933
1,217619,16,0.0964997059,0.1145159030
1,217539,16,0.0730377130,0.1124277049
1,218430,16,0.1000698623,0.1089628637
1,178282,16,0.0342720044,0.0969496914
1,220837,15,0.0886870242,0.1293901774
1,212338,15,0.1039569345,0.1266397213
1,192048,15,0.1048129455,0.1250587404
1,210269,15,0.0987042394,0.1248230727
1,210105,15,0.1041797477,0.1244437354
1,216385,15,0.0994655228,0.1234549895
1,184364,15,0.0982161389,0.1186670108
1,201456,15,0.0957277621,0.1183324578
1,206404,14,0.1033373422,0.1445994824
1,196179,14,0.1059370215,0.1442430721
1,198797,14,0.0978133387,0.1414968173
1,196522,14,0.1022968006,0.1317470437
1,220838,14,0.0953115774,0.1270858832
1,199168,14,0.0938965022,0.1249970762
1,211645,14,0.0940354262,0.1209235316
1,188595,14,0.0980292842,0.1195299141
1,199032,14,0.1040890031,0.1183962132
1,193270,14,0.1019237659,0.1183376765
1,210118,14,0.1007556613,0.1176053377
1,186286,14,0.0882623249,0.1161285305
1,216047,14,0.0963917786,0.1157943056
1,217622,14,0.0925272279,0.1146500253
1,214710,14,0.0885722287,0.1136624446
1,216004,14,0.0893562244,0.1119557944
1,221664,14,0.0833177032,0.1030837353
1,191398,13,0.1084709362,0.1312651201
1,182792,13,0.1018047420,0.1278673536
1,217820,13,0.1038120434,0.1274394286
1,212284,13,0.1044838052,0.1236823365
1,210020,13,0.0958947612,0.1193687083
1,207304,13,0.0985090882,0.1189412240
1,198752,13,0.0974268803,0.1171151698
1,204346,13,0.0987804684,0.1157552269
1,217503,13,0.1000344566,0.1156440391
1,217231,13,0.0924129318,0.1150469521
1,216055,13,0.0969157377,0.1142492058
1,205113,13,0.0979335437,0.1141487586
1,198426,12,0.1133184887,0.1400840514
1,211849,12,0.1066196707,0.1343528276
