molecule_name,score,max_hist_sim,hf_unique,brenk_ok,shelf_ok
rxn:1:58736:23485,0.11056934084211077,0.828125,True,False,False
rxn:1:45982:10477,0.11050061443272759,0.8987341772151899,True,True,False
rxn:1:55769:22758,0.11048790461876813,0.8266666666666667,True,False,False
rxn:1:59226:31781,0.11045369903246562,0.7101449275362319,True,False,False
rxn:1:41827:10393,0.11043801158666611,1.0,False,True,False
rxn:1:44222:23566,0.11041135021618434,0.5866666666666667,True,False,False
rxn:1:45979:23564,0.11040537804365158,0.8507462686567164,True,False,False
rxn:1:45979:102,0.1103881129196712,0.7761194029850746,True,False,False
rxn:1:49432:22741,0.11034484101193291,0.864406779661017,True,False,False
rxn:1:59239:107,0.11033247257101125,0.8095238095238095,True,False,False
rxn:1:59234:121,0.11030061729252338,0.8787878787878788,True,False,False
rxn:1:52525:10477,0.11029727458953857,0.7441860465116279,True,True,False
rxn:1:55358:10503,0.1102930254795972,1.0,False,True,False
rxn:1:45869:10393,0.11029240037455704,0.8918918918918919,True,True,False
rxn:1:59226:107,0.11028784307940252,1.0,False,False,False
rxn:1:49437:39255,0.11027317187365364,0.8636363636363636,True,False,False
rxn:1:55175:10393,0.11025765538215637,1.0,False,True,False
rxn:1:59225:6277,0.11021890423514626,1.0,False,True,False
rxn:1:43586:22693,0.11021529078483581,0.8135593220338984,True,False,False
rxn:1:55973:10477,0.11020625163527097,0.8481012658227848,True,True,False
rxn:1:45877:10393,0.11016169461337003,1.0,False,True,False
rxn:1:63465:22721,0.11013331678178576,0.8305084745762712,True,False,False
rxn:1:54213:23293,0.11013330732073102,0.78125,True,False,False
rxn:1:45726:120,0.11011650959650675,0.8,True,False,False
rxn:1:40027:10393,0.11011292088416315,0.8333333333333334,True,True,False
