molecule_name,score,max_hist_sim,hf_unique,shelf_ok
rxn:2:153842:66406,0.09979676283322848,0.7037037037037037,True,True
rxn:2:141847:169613,0.09971204510441532,0.5645161290322581,True,True
rxn:2:73951:171246,0.09970388135739736,0.6785714285714286,True,True
rxn:2:153842:99564,0.09966994565108726,0.7413793103448276,True,True
rxn:2:153842:131923,0.09963575502236684,0.6666666666666666,True,True
rxn:2:89081:171505,0.09961568767374213,0.6428571428571429,True,True
rxn:2:147486:150630,0.09957713589948766,0.7121212121212122,True,True
rxn:2:153842:85031,0.09955898235584128,0.7166666666666667,True,True
rxn:2:147486:160027,0.09952471653620402,0.6666666666666666,True,True
rxn:2:138879:67717,0.09952031821012497,0.6909090909090909,True,True
rxn:2:138879:154204,0.09945190261150229,0.7352941176470589,True,True
rxn:2:127178:130245,0.09939863946702746,0.5396825396825397,True,True
rxn:2:147486:142662,0.09937825347438003,0.6285714285714286,True,True
rxn:2:153842:167167,0.09937495986620586,0.711864406779661,True,True
rxn:2:74989:158141,0.09935787229826956,0.5657894736842105,True,True
rxn:2:153842:164917,0.099338048888791,0.7058823529411765,True,True
rxn:2:138879:150065,0.09933508367374025,0.6617647058823529,True,True
rxn:2:69594:161617,0.09932084517045454,0.5783132530120482,True,True
rxn:2:68063:169938,0.09931735481534686,0.7313432835820896,True,True
rxn:2:68063:151704,0.09930750727653503,0.6615384615384615,True,True
rxn:2:153842:126174,0.09926284423896245,0.6129032258064516,True,True
rxn:2:138879:165495,0.09921392984688282,0.6388888888888888,True,True
rxn:2:138879:160705,0.09921054169535637,0.6666666666666666,True,True
rxn:2:147486:154752,0.09921020991874463,0.7142857142857143,True,True
rxn:2:153842:118398,0.09918339164168746,0.65,True,True
rxn:2:127178:158135,0.09918030723929405,0.5,True,True
rxn:2:73951:158024,0.0991695445516835,0.5373134328358209,True,True
rxn:2:147486:146961,0.09916804414806944,0.6571428571428571,True,True
rxn:2:73951:80113,0.09915782156444732,0.6829268292682927,True,True
rxn:2:147486:152083,0.09913068811098735,0.7424242424242424,True,True
rxn:2:127178:104330,0.09912576419966561,0.7142857142857143,True,True
rxn:2:73951:171253,0.09908893601647739,0.6615384615384615,True,True
rxn:2:153842:139813,0.09907846848169963,0.7241379310344828,True,True
rxn:2:100318:170452,0.09907673398653666,0.7213114754098361,True,True
rxn:2:138879:102079,0.09904297727804917,0.6,True,True
rxn:2:81212:170420,0.09900071070744441,0.4666666666666667,True,True
rxn:2:122047:129807,0.09899036531095151,0.5151515151515151,True,True
rxn:2:153842:96975,0.09898491842406136,0.7192982456140351,True,True
rxn:2:116808:143259,0.09892057930981671,0.5230769230769231,True,True
rxn:2:138879:158884,0.09889885015559918,0.7162162162162162,True,True
rxn:2:153842:126337,0.09889142002378191,0.7454545454545455,True,True
rxn:2:147486:157470,0.09888468310236931,0.6666666666666666,True,True
rxn:2:138879:157505,0.09886908531188965,0.6388888888888888,True,True
rxn:2:147486:126309,0.09884319986615862,0.6875,True,True
rxn:2:153842:66064,0.09882233922298138,0.603448275862069,True,True
rxn:2:138879:155094,0.09881822810028539,0.6521739130434783,True,True
rxn:2:138879:143883,0.09881605975555652,0.7058823529411765,True,True
rxn:2:147486:120988,0.0987860517842429,0.7377049180327869,True,True
rxn:2:153842:140319,0.09878448148568471,0.7017543859649122,True,True
rxn:2:153842:143414,0.09877890732980543,0.6229508196721312,True,True
rxn:2:125845:172716,0.098766395678887,0.6779661016949152,True,True
rxn:2:147486:155198,0.09874854718937594,0.704225352112676,True,True
rxn:2:153842:74191,0.09874345858891805,0.7166666666666667,True,True
rxn:2:138879:131614,0.09869346022605896,0.6515151515151515,True,True
rxn:2:147486:163648,0.09867126110828284,0.6666666666666666,True,True
rxn:2:138879:170903,0.09866338549181819,0.6986301369863014,True,True
rxn:2:153842:129410,0.09864069797374585,0.6875,True,True
rxn:2:125845:171708,0.09863897164662679,0.7096774193548387,True,True
rxn:2:138879:171391,0.09863314574415033,0.7285714285714285,True,True
rxn:2:127178:129807,0.09860371397091793,0.5396825396825397,True,True
rxn:2:135063:142427,0.09859534911811352,0.5733333333333334,True,True
rxn:2:73951:159146,0.09857872128486633,0.5714285714285714,True,True
rxn:2:153842:145484,0.09857338998052809,0.6086956521739131,True,True
rxn:2:68063:151463,0.09855472630467908,0.6666666666666666,True,True
rxn:2:146530:147605,0.0984944043488338,0.5428571428571428,True,True
rxn:2:153842:106463,0.09845384955406189,0.7413793103448276,True,True
rxn:2:147486:167679,0.09841515801169655,0.6621621621621622,True,True
rxn:2:73951:172106,0.09841150045394897,0.6065573770491803,True,True
rxn:2:138879:119467,0.09841083907164061,0.7213114754098361,True,True
rxn:2:110360:145710,0.09839009827580945,0.6101694915254238,True,True
rxn:2:153842:121469,0.09838101598951551,0.6727272727272727,True,True
rxn:2:153842:154188,0.09837582803541614,0.5857142857142857,True,True
rxn:2:130455:95801,0.098325217211688,0.7076923076923077,True,True
rxn:2:73951:170373,0.09831951724158393,0.6612903225806451,True,True
rxn:2:138879:145007,0.09829055179249156,0.7333333333333333,True,True
rxn:2:138879:169501,0.09828631998971105,0.7384615384615385,True,True
rxn:2:153842:133217,0.09825726066316877,0.6379310344827587,True,True
rxn:2:153842:108765,0.09824240725973378,0.6111111111111112,True,True
rxn:2:79824:82968,0.09823566454428213,0.5882352941176471,True,True
rxn:2:68063:171068,0.09823065996170044,0.703125,True,True
rxn:2:125488:95801,0.09821862423861469,0.696969696969697,True,True
rxn:2:138879:171274,0.09819860708328985,0.7424242424242424,True,True
rxn:2:153842:159204,0.09816536222185407,0.6615384615384615,True,True
rxn:2:138879:171050,0.0981650217886894,0.6486486486486487,True,True
rxn:2:153842:131597,0.09814711553709847,0.6779661016949152,True,True
rxn:2:129990:170817,0.0981339043186557,0.7384615384615385,True,True
rxn:2:153842:141674,0.09812064524050113,0.6607142857142857,True,True
rxn:2:73951:124813,0.09811599358268407,0.711864406779661,True,True
rxn:2:147486:168151,0.0980835063704129,0.6865671641791045,True,True
rxn:2:153842:150343,0.09806584695289874,0.6440677966101694,True,True
rxn:2:125845:172999,0.09802689296858651,0.6142857142857143,True,True
rxn:2:138879:170222,0.0980221638455987,0.6944444444444444,True,True
rxn:2:138879:143259,0.09801054115478809,0.6615384615384615,True,True
rxn:2:153842:164079,0.09799684496486888,0.6714285714285714,True,True
rxn:2:153842:138143,0.09798351847208463,0.7090909090909091,True,True
rxn:2:108599:144917,0.09797798842191696,0.5822784810126582,True,True
rxn:2:147486:155222,0.09796442650258541,0.7258064516129032,True,True
rxn:2:153842:127716,0.09795774732317243,0.6825396825396826,True,True
rxn:2:138879:153317,0.097955122590065,0.7323943661971831,True,True
rxn:2:107276:171505,0.09795122286852669,0.6351351351351351,True,True
rxn:2:116808:91563,0.09792744230341029,0.5692307692307692,True,True
rxn:2:119020:111999,0.0979225869689669,0.4189189189189189,True,True
rxn:2:147486:144906,0.0979037054123417,0.746031746031746,True,True
rxn:2:79824:137859,0.09789212621175326,0.5873015873015873,True,True
rxn:2:100318:172716,0.09788415908813476,0.7068965517241379,True,True
rxn:2:68063:158141,0.09787173182876022,0.6571428571428571,True,True
rxn:2:138879:156042,0.09786617383360863,0.6891891891891891,True,True
rxn:2:68063:107277,0.09786523943362029,0.6885245901639344,True,True
rxn:2:103814:142427,0.09783423878252506,0.5657894736842105,True,True
rxn:2:119782:167491,0.09781669775644938,0.4235294117647059,True,True
rxn:2:111642:142269,0.09781456570471486,0.6438356164383562,True,True
rxn:2:122047:159352,0.09780139500094999,0.6025641025641025,True,True
rxn:2:138879:169908,0.09779665991663933,0.7083333333333334,True,True
rxn:2:153842:158406,0.09779374135865106,0.6440677966101694,True,True
rxn:2:167192:163343,0.09778744135147487,0.7466666666666667,True,True
rxn:2:147486:162201,0.09777902625501156,0.6216216216216216,True,True
rxn:2:153842:157131,0.09776998719861431,0.6935483870967742,True,True
rxn:2:127178:124289,0.09776223588872839,0.7192982456140351,True,True
rxn:2:122047:126112,0.09770467363554856,0.6065573770491803,True,True
rxn:2:138879:160149,0.0976993008967369,0.6956521739130435,True,True
rxn:2:147486:151132,0.09769251280360752,0.7222222222222222,True,True
rxn:2:127178:159352,0.09768168131510417,0.6986301369863014,True,True
rxn:2:139510:169205,0.09767319694642097,0.5844155844155844,True,True
rxn:2:146530:156479,0.09766450723012289,0.7377049180327869,True,True
rxn:2:79824:143248,0.09766307781482565,0.7096774193548387,True,True
rxn:2:130925:100837,0.09765396586486272,0.4782608695652174,True,True
rxn:2:141847:171515,0.0976529017738674,0.515625,True,True
rxn:2:147486:165062,0.09765268455852162,0.6216216216216216,True,True
rxn:2:127178:147405,0.09764157022748675,0.59375,True,True
rxn:2:153842:69890,0.09763032005679223,0.7166666666666667,True,True
rxn:2:142362:81380,0.0976185245173318,0.5428571428571428,True,True
rxn:2:153842:99129,0.09761491969779686,0.7258064516129032,True,True
rxn:2:137744:153790,0.09760734041531881,0.6756756756756757,True,True
rxn:2:147486:155462,0.09760718420147896,0.6461538461538462,True,True
rxn:2:153842:147716,0.09759701876079335,0.5897435897435898,True,True
rxn:2:153842:86683,0.09759220789218771,0.5714285714285714,True,True
rxn:2:153842:103540,0.09758891882719817,0.6545454545454545,True,True
rxn:2:146530:157397,0.09754825215185842,0.7323943661971831,True,True
rxn:2:153842:162470,0.09753773042133876,0.5,True,True
rxn:2:153842:112899,0.09752007546248259,0.7454545454545455,True,True
rxn:2:110360:170418,0.09750158416813817,0.6885245901639344,True,True
rxn:2:68063:171970,0.09749759236971538,0.7424242424242424,True,True
rxn:2:141847:169656,0.09749741355578105,0.6101694915254238,True,True
rxn:2:76493:147925,0.0974953712955598,0.46987951807228917,True,True
rxn:2:133078:158944,0.09746868908405304,0.3804347826086957,True,True
rxn:2:163724:166104,0.09746730989880031,0.5833333333333334,True,True
rxn:2:68063:155890,0.09746601751872472,0.6956521739130435,True,True
rxn:2:153842:94327,0.09745618471732506,0.6666666666666666,True,True
rxn:2:153842:148334,0.09743281525950279,0.5857142857142857,True,True
rxn:2:147486:158618,0.09743214398622513,0.6805555555555556,True,True
rxn:2:153842:160094,0.09742304785498257,0.5645161290322581,True,True
rxn:2:167192:151106,0.09739671434674944,0.7014925373134329,True,True
rxn:2:127178:143248,0.09738472001305942,0.7213114754098361,True,True
rxn:2:135685:169150,0.09738063992875995,0.6075949367088608,True,True
rxn:2:147486:159488,0.09735762021120857,0.5714285714285714,True,True
rxn:2:138879:156450,0.09733949421030103,0.6716417910447762,True,True
rxn:2:153842:116246,0.09731698036193848,0.7358490566037735,True,True
rxn:2:83401:142427,0.09731555382410685,0.6865671641791045,True,True
rxn:2:147486:170541,0.09728005002526675,0.7391304347826086,True,True
rxn:2:148549:83056,0.09727056180277178,0.5735294117647058,True,True
rxn:2:138879:168910,0.0972696840763092,0.5769230769230769,True,True
rxn:2:73951:170285,0.09725805691310338,0.6065573770491803,True,True
rxn:2:138879:70743,0.09725410298064903,0.7352941176470589,True,True
rxn:2:147486:169125,0.09725255767504375,0.7384615384615385,True,True
rxn:2:79824:137865,0.09723951954108018,0.6896551724137931,True,True
rxn:2:147486:161836,0.09723816134712912,0.6764705882352942,True,True
rxn:2:167192:163458,0.09723699398529835,0.6538461538461539,True,True
rxn:2:138879:108097,0.09721743187000012,0.7142857142857143,True,True
rxn:2:153842:97484,0.09721337373440082,0.6481481481481481,True,True
rxn:2:138879:163489,0.09720918256789446,0.6417910447761194,True,True
rxn:2:167192:150331,0.09719671041537555,0.5974025974025974,True,True
rxn:2:138879:166934,0.0971812502695964,0.7457627118644068,True,True
rxn:2:153842:150583,0.09717627879111998,0.6615384615384615,True,True
rxn:2:138879:169719,0.09717218803636954,0.7384615384615385,True,True
rxn:2:138879:148925,0.09716753363609314,0.6984126984126984,True,True
rxn:2:146530:166647,0.09716751294977524,0.7432432432432432,True,True
rxn:2:138879:143662,0.09715419430886546,0.7424242424242424,True,True
rxn:2:138879:169307,0.09715349972248077,0.7313432835820896,True,True
rxn:2:74989:169152,0.09715038869116041,0.7228915662650602,True,True
rxn:2:138879:170598,0.09713810538091967,0.7313432835820896,True,True
rxn:2:73951:167287,0.09712371000876793,0.711864406779661,True,True
rxn:2:147486:155530,0.0971049889922142,0.6575342465753424,True,True
rxn:2:141847:171222,0.09709514792148884,0.41935483870967744,True,True
rxn:2:147486:159518,0.09709391670842324,0.6619718309859155,True,True
rxn:2:147486:159190,0.09708051970510771,0.6923076923076923,True,True
rxn:2:153842:68086,0.09705033779144287,0.6666666666666666,True,True
rxn:2:138879:125014,0.09704798730936917,0.6875,True,True
rxn:2:147486:153937,0.09702997737460667,0.6621621621621622,True,True
rxn:2:108599:160081,0.09702952702840169,0.56,True,True
rxn:2:153842:154232,0.09702611366907755,0.6935483870967742,True,True
rxn:2:135881:171505,0.09700844865856749,0.6521739130434783,True,True
rxn:2:121263:171505,0.09698609872297807,0.6521739130434783,True,True
rxn:2:110360:172356,0.09697963573314526,0.6206896551724138,True,True
rxn:2:124004:90520,0.09697807899543218,0.65,True,True
rxn:2:125298:150065,0.09697386141746275,0.5194805194805194,True,True
rxn:2:138879:144474,0.09697147210439046,0.7183098591549296,True,True
rxn:2:110360:171376,0.09696353759084429,0.6981132075471698,True,True
rxn:2:138879:164385,0.09695609591223978,0.7125,True,True
rxn:2:153842:116552,0.09694897907751578,0.6065573770491803,True,True
rxn:2:73951:163118,0.09694038177358694,0.581081081081081,True,True
rxn:2:138879:171220,0.0969292726367712,0.704225352112676,True,True
rxn:2:147486:172289,0.09691083250623761,0.6666666666666666,True,True
rxn:2:153842:169544,0.09690265314919608,0.6617647058823529,True,True
rxn:2:69594:159446,0.0968993604183197,0.5675675675675675,True,True
rxn:2:141847:171036,0.09689678192138672,0.5441176470588235,True,True
rxn:2:138879:139315,0.09688291261936055,0.6911764705882353,True,True
rxn:2:111480:137865,0.09686935830999303,0.5161290322580645,True,True
rxn:2:153842:161420,0.09685957829157511,0.7,True,True
rxn:2:167192:125333,0.09685848280787468,0.7058823529411765,True,True
rxn:2:81212:78108,0.09683637569348018,0.4915254237288136,True,True
rxn:2:153842:138533,0.09682835998206303,0.6949152542372882,True,True
rxn:2:125845:171000,0.09682523983496207,0.6557377049180327,True,True
rxn:2:122047:105152,0.0968226564341578,0.5,True,True
rxn:2:68063:171296,0.09681812354496547,0.6619718309859155,True,True
rxn:2:79824:167405,0.09681420400738716,0.7164179104477612,True,True
rxn:2:81212:171566,0.09680348413961905,0.35384615384615387,True,True
rxn:2:147486:166209,0.09680302704081815,0.676056338028169,True,True
rxn:2:81212:169077,0.09680284023284912,0.4727272727272727,True,True
rxn:2:127178:141102,0.09679073095321655,0.6333333333333333,True,True
rxn:2:143189:171730,0.09677204675972462,0.47619047619047616,True,True
rxn:2:138879:165263,0.09677179744749359,0.6511627906976745,True,True
rxn:2:153842:111088,0.09677148929664067,0.7222222222222222,True,True
rxn:2:130455:167491,0.09676894442788486,0.43373493975903615,True,True
rxn:2:138879:171115,0.09676162004470826,0.5571428571428572,True,True
rxn:2:153842:160214,0.09676127187136946,0.7096774193548387,True,True
rxn:2:153842:107943,0.09674558894974845,0.7419354838709677,True,True
rxn:2:153842:74704,0.09673039255471065,0.7166666666666667,True,True
rxn:2:147486:145606,0.09672746062278748,0.6612903225806451,True,True
rxn:2:138879:171445,0.09671409608739795,0.7083333333333334,True,True
rxn:2:138879:151188,0.09669469462500678,0.5774647887323944,True,True
rxn:2:153842:156229,0.09669135345353021,0.7142857142857143,True,True
rxn:2:68063:152083,0.09669113407532375,0.5384615384615384,True,True
rxn:2:93644:103466,0.0966806071145194,0.5925925925925926,True,True
rxn:2:147486:147716,0.0966802362133475,0.575,True,True
rxn:2:141847:169818,0.09666019448867211,0.49206349206349204,True,True
rxn:2:138879:160797,0.09663149182285581,0.6825396825396826,True,True
rxn:2:138879:92797,0.09661942472060521,0.7407407407407407,True,True
rxn:2:141847:169361,0.0966193727824999,0.515625,True,True
rxn:2:138879:165331,0.09660253109353961,0.6621621621621622,True,True
rxn:2:97146:111999,0.09660125189814074,0.59375,True,True
rxn:2:167192:151609,0.09660082138501681,0.6049382716049383,True,True
rxn:2:138879:124340,0.09659704052168747,0.5945945945945946,True,True
rxn:2:138879:171921,0.09658398953351108,0.676056338028169,True,True
rxn:2:68063:171287,0.09658286968866985,0.5571428571428572,True,True
rxn:2:138879:125333,0.09655889983360584,0.6833333333333333,True,True
rxn:2:125488:159146,0.09652900916558725,0.5555555555555556,True,True
rxn:2:125845:172233,0.09652437482561384,0.5423728813559322,True,True
rxn:2:147486:156520,0.09651263803243637,0.6666666666666666,True,True
rxn:2:138879:84784,0.09650457236501905,0.6551724137931034,True,True
rxn:2:138879:134014,0.09650407234827678,0.7142857142857143,True,True
rxn:2:143189:171693,0.09649673849344254,0.7391304347826086,True,True
rxn:2:79824:116441,0.09648142037568269,0.6,True,True
rxn:2:150610:163265,0.09647540098581558,0.6216216216216216,True,True
rxn:2:68063:159898,0.09646339741136346,0.7424242424242424,True,True
rxn:2:153842:79989,0.09645987584673126,0.578125,True,True
rxn:2:91355:143340,0.09645986195766565,0.726027397260274,True,True
rxn:2:147486:164686,0.09645968675613403,0.7164179104477612,True,True
rxn:2:138879:159818,0.09644731506705284,0.7428571428571429,True,True
rxn:2:138879:170860,0.09644672321155667,0.7236842105263158,True,True
rxn:2:127178:167508,0.09644460485827538,0.5063291139240507,True,True
rxn:2:153842:103105,0.09644157778133046,0.7450980392156863,True,True
rxn:2:138879:147225,0.09643285721540451,0.6024096385542169,True,True
rxn:2:68063:172458,0.09643182584217616,0.7096774193548387,True,True
rxn:2:141847:172640,0.09642983586699874,0.7058823529411765,True,True
rxn:2:81404:144193,0.09641748666763306,0.5571428571428572,True,True
rxn:2:127178:167491,0.09639603694279988,0.5588235294117647,True,True
rxn:2:153842:123605,0.09638072894169734,0.7368421052631579,True,True
rxn:2:127178:143259,0.09637957385608129,0.5342465753424658,True,True
rxn:2:153842:161633,0.09635421001549924,0.5657894736842105,True,True
rxn:2:138879:173020,0.09635084966818491,0.7142857142857143,True,True
rxn:2:147486:142486,0.09634731096379898,0.6527777777777778,True,True
rxn:2:110360:170012,0.09634379943211874,0.7450980392156863,True,True
rxn:2:153842:125913,0.09634122481712928,0.640625,True,True
rxn:2:141847:134481,0.09633967032035191,0.6379310344827587,True,True
rxn:2:147486:144856,0.09633494913578033,0.7419354838709677,True,True
rxn:2:73951:172458,0.09632577719511809,0.7142857142857143,True,True
rxn:2:153842:131155,0.09632420098340069,0.7222222222222222,True,True
rxn:2:138879:168786,0.09632039757875296,0.6865671641791045,True,True
rxn:2:127178:95801,0.09630130870001656,0.7164179104477612,True,True
rxn:2:106467:151681,0.09628674738547381,0.3373493975903614,True,True
rxn:2:153842:103965,0.09628115807260786,0.6612903225806451,True,True
rxn:2:138879:170524,0.09627052509423459,0.7432432432432432,True,True
rxn:2:138879:119212,0.09625320672988891,0.6949152542372882,True,True
rxn:2:153842:104009,0.09625041112303734,0.6911764705882353,True,True
rxn:2:125845:170836,0.0962209701538086,0.44,True,True
rxn:2:108599:161725,0.09621162661190691,0.578125,True,True
rxn:2:73951:170777,0.09621012687683106,0.6,True,True
rxn:2:153842:84456,0.09619915911129542,0.6206896551724138,True,True
rxn:2:138879:143046,0.0961983935399489,0.7466666666666667,True,True
rxn:2:68063:170352,0.09616942916597639,0.6984126984126984,True,True
rxn:2:153842:103768,0.09615955444482657,0.7222222222222222,True,True
rxn:2:153842:145705,0.09614252362932478,0.6842105263157895,True,True
rxn:2:153842:132792,0.0961404059614454,0.7413793103448276,True,True
rxn:2:138879:172588,0.09613954251812351,0.7014925373134329,True,True
rxn:2:74989:125831,0.09613802926293735,0.5679012345679012,True,True
rxn:2:146530:144188,0.09613564785789042,0.6666666666666666,True,True
rxn:2:107035:147716,0.09613475992399104,0.5465116279069767,True,True
rxn:2:153842:125251,0.09613066682448754,0.6727272727272727,True,True
rxn:2:153842:73111,0.09612810611724854,0.6,True,True
rxn:2:81212:160817,0.09612757509404962,0.4406779661016949,True,True
rxn:2:167192:132189,0.09611476957798004,0.7424242424242424,True,True
rxn:2:147486:169205,0.0961134556461783,0.7361111111111112,True,True
rxn:2:153842:155076,0.09610675772031148,0.7377049180327869,True,True
rxn:2:153842:152047,0.09610557726451328,0.7123287671232876,True,True
rxn:2:138879:171143,0.09610465745772084,0.7352941176470589,True,True
rxn:2:121000:70782,0.09608251314896804,0.5714285714285714,True,True
rxn:2:153842:163515,0.09608205672233336,0.6428571428571429,True,True
rxn:2:136355:160027,0.09605417959392071,0.5,True,True
rxn:2:81212:170580,0.09605138576947726,0.45161290322580644,True,True
rxn:2:116808:101612,0.0960472638790424,0.6440677966101694,True,True
rxn:2:153842:169724,0.0960453919001988,0.6363636363636364,True,True
rxn:2:125488:145060,0.09604203701019287,0.5230769230769231,True,True
rxn:2:79824:124133,0.09602407308725211,0.5714285714285714,True,True
rxn:2:138879:149888,0.09601050307010782,0.6875,True,True
rxn:2:153842:101169,0.09600715126310076,0.5970149253731343,True,True
rxn:2:133969:146644,0.09598565462863806,0.7352941176470589,True,True
rxn:2:148549:139320,0.0959843567439488,0.6290322580645161,True,True
rxn:2:138879:145484,0.0959761029843128,0.6842105263157895,True,True
rxn:2:138879:102321,0.09596340894699097,0.7014925373134329,True,True
rxn:2:138879:113162,0.09596172554625405,0.6567164179104478,True,True
rxn:2:68063:151650,0.09593201916793297,0.5606060606060606,True,True
rxn:2:68063:156042,0.09592861348185046,0.5194805194805194,True,True
rxn:2:73951:171391,0.09588714303641484,0.6515151515151515,True,True
rxn:2:138879:169538,0.0958791607990861,0.7123287671232876,True,True
rxn:2:76489:162062,0.09587706724802653,0.6891891891891891,True,True
rxn:2:138879:170497,0.09586216845820027,0.6944444444444444,True,True
rxn:2:138879:161326,0.09585890918970108,0.7105263157894737,True,True
rxn:2:153842:79084,0.09585732663119281,0.6607142857142857,True,True
rxn:2:79824:156397,0.09585074840053436,0.5833333333333334,True,True
rxn:2:147486:86748,0.09584887964384896,0.7192982456140351,True,True
rxn:2:133969:137535,0.09584628713542018,0.4594594594594595,True,True
rxn:2:138879:171114,0.09583926107734442,0.7205882352941176,True,True
rxn:2:138879:161015,0.09583556652069092,0.6515151515151515,True,True
rxn:2:147486:170618,0.09582768753170967,0.7368421052631579,True,True
rxn:2:73951:100837,0.095808898860758,0.6271186440677966,True,True
rxn:2:138879:166989,0.09578457763118128,0.6081081081081081,True,True
rxn:2:138879:152250,0.09578446456880281,0.6764705882352942,True,True
rxn:2:138879:164534,0.09577457110087076,0.625,True,True
rxn:2:138879:159598,0.09577127839579727,0.6,True,True
rxn:2:110360:169217,0.09575699526688149,0.4696969696969697,True,True
rxn:2:147486:96355,0.09575495549610682,0.7230769230769231,True,True
rxn:2:111480:171505,0.09574248875890459,0.7246376811594203,True,True
rxn:2:167192:162253,0.0957384882746516,0.6578947368421053,True,True
rxn:2:153842:127862,0.09573601237658796,0.515625,True,True
rxn:2:73951:171078,0.09573599163975036,0.7288135593220338,True,True
rxn:2:138879:173197,0.0957296635165359,0.7361111111111112,True,True
rxn:2:138879:152293,0.09572914551044333,0.6818181818181818,True,True
rxn:2:138879:165251,0.09571349524682568,0.5443037974683544,True,True
rxn:2:68063:156600,0.0957082382270268,0.6338028169014085,True,True
rxn:2:138879:172744,0.09569480924895316,0.7391304347826086,True,True
rxn:2:104126:145533,0.09567282416603783,0.5584415584415584,True,True
rxn:2:152878:166104,0.09566603104273479,0.6071428571428571,True,True
rxn:2:73951:172905,0.09566436873541938,0.7454545454545455,True,True
rxn:2:141847:74779,0.09566012024879456,0.52,True,True
rxn:2:153842:84716,0.09564874001911708,0.6666666666666666,True,True
rxn:2:125845:169258,0.09564753814979836,0.639344262295082,True,True
rxn:2:119253:158135,0.09564588963985443,0.4342105263157895,True,True
rxn:2:146861:163243,0.09564562354769025,0.4444444444444444,True,True
rxn:2:138879:135108,0.09564473916744363,0.6296296296296297,True,True
rxn:2:147486:172224,0.09562834330967494,0.7313432835820896,True,True
rxn:2:138879:152660,0.09562662574979994,0.640625,True,True
rxn:2:141847:169712,0.09561311205228169,0.4461538461538462,True,True
rxn:2:153842:110305,0.09560613121305193,0.5967741935483871,True,True
rxn:2:153842:104272,0.09560023362819965,0.576271186440678,True,True
rxn:2:138879:171374,0.09559314046055079,0.7391304347826086,True,True
rxn:2:153842:154574,0.09557080082595348,0.6805555555555556,True,True
rxn:2:147486:154627,0.09556863456964493,0.6338028169014085,True,True
rxn:2:86497:169656,0.09556659683585167,0.5857142857142857,True,True
rxn:2:138879:171912,0.09556485805660486,0.6811594202898551,True,True
